seller,mean_pricing_gap,pricing_gap_variance,extreme_pricing_count,transaction_count,log_pricing_gap_variance,log_extreme_pricing_count,cluster
central florida auto gallery inc,1023.6,2088450.645161291,0,125,14.551933509747954,0.0,2
central florida chrysler jeep dodge,776.5625,1137298.0385638298,0,48,13.944166744804932,0.0,2
central florida educators fcu,-975.2525252525253,1648207.843743558,1,99,14.315199706995095,0.6931471805599453,0
central florida postal credit union,-87.5,1671121.3235294118,0,18,14.329006008686063,0.0,0
central pacific bank,-702.2727272727273,2591806.8181818184,0,11,14.767866189485506,0.0,2
centris fcu,-657.9545454545455,805499.1883116884,0,22,13.599218715381495,0.0,0
centrus auto finance,-1145.0,1825375.0000000002,0,15,14.41729655117526,0.0,0
century auto group,1553.5714285714287,967678.5714285714,0,14,13.78265629020761,0.0,2
century dealer services corp,856.6775244299674,2370098.2388069252,3,307,14.678442385148982,1.3862943611198906,2
century sales & leasing inc,715.506329113924,1290677.945472249,0,79,14.070678952202625,0.0,2
centurylink,61.40350877192982,1177345.3164160403,0,57,13.978773579510518,0.0,0
certified motor car llc,-314.2857142857143,1313814.3500643505,1,112,14.088445943086938,0.6931471805599453,0
certified preowned ford&lincoln/mercury dlr unit,203.125,3975781.250000001,0,80,15.195732079162305,0.0,2
challenge financial services,-664.6666666666666,814477.927927928,0,75,13.61030383551453,0.0,0
champion auto wholesale inc,-386.7647058823529,771649.8161764705,0,17,13.556287416031354,0.0,0
champion ford,-664.0,1491879.1666666667,0,25,14.215547739272697,0.0,0
champion mazda,781.081081081081,497791.85435435426,0,37,13.117939314361728,0.0,0
chapman chry jeep,868.5028248587571,1504779.9900487936,3,177,14.22415792401356,1.3862943611198906,2
chapman corporate wholesale,547.3856209150326,1114688.8437392504,0,153,13.924086757130727,0.0,0
chapman ford llc,640.0,1016857.1428571427,0,15,13.832228179418788,0.0,0
chapman hyundai,706.25,606491.4772727272,0,12,13.31544760378186,0.0,0
chapman performance autos llc,620.0,1775666.666666667,0,10,14.38968706039963,0.0,2
chapman scottsdale autoplex llc,207.89473684210526,1130906.4327485377,0,19,13.938530906256723,0.0,0
chapmans las vegas dodge,-7.352941176470588,1839432.352941176,0,51,14.424968121797583,0.0,2
charitable adult rides services/car donating is,-462.36559139784947,1003988.1575123508,2,186,13.819491779885011,1.0986122886681098,0
charitable auto resource,-465.27093596059115,841727.2777154566,1,203,13.643212530590494,0.6931471805599453,0
charles & son auto sls inc,237.3913043478261,1712175.1525553018,1,115,14.353275723238442,0.6931471805599453,2
charleston automotive company,-307.0175438596491,2727940.946115288,1,57,14.819058016969523,0.6931471805599453,2
chase automotive leasing,-1768.6046511627908,8708693.244739756,5,43,15.979832423094374,1.791759469228055,1
chaser inc,382.04545454545456,2595758.392410342,2,110,14.76938966853933,1.0986122886681098,2
check into cash inc.,-712.2093023255813,422332.50276854937,0,43,12.953550571823444,0.0,0
checker leasing dba avis rac,136.53846153846155,79172.5708502024,0,39,11.279397820725487,0.0,0
cheltenham motors inc,111.36363636363636,1388295.4545454546,0,11,14.143587981209544,0.0,0
cherokee auto,1205.6451612903227,2264946.2365591396,0,31,14.633062021510558,0.0,2
cherokee chrysler dodge jeep,385.9375,6288247.395833334,1,16,15.654193115465107,0.6931471805599453,2
chevrolet 21 inc,5.434782608695652,1390963.438735178,0,23,14.145507905327294,0.0,0
chevrolet cadillac of bellingham,186.8421052631579,472733.918128655,0,19,13.066290083586967,0.0,0
chevrolet of dublin,-129.80769230769232,505050.9615384614,0,26,13.132416597099825,0.0,0
chevrolet of wesley chapel,273.9130434782609,578436.2648221344,0,23,13.268085375175495,0.0,0
chicago motor car corporation,143.1818181818182,5187213.203463203,0,22,15.4617073486951,0.0,2
chiefland chrys dodge jeep inc,890.9090909090909,743409.090909091,0,11,13.519003110749788,0.0,0
chilson inc,1160.4166666666667,2579483.9015151514,0,12,14.763100286389449,0.0,2
chip wynn motors,865.0,1008842.1052631581,0,20,13.824314791965774,0.0,0
chris auffenberg ford inc,569.5652173913044,1307497.5296442686,0,23,14.08362635036553,0.0,2
chrysler capital,-232.7621722846442,2930239.6531108352,100,5340,14.890595111787945,4.61512051684126,1
chrysler dodge jeep ram 24,-683.984375,846634.2695932542,0,64,13.649025266481438,0.0,0
chrysler group llc,-930.9002433090025,9484948.333926769,32,411,16.065216819631846,3.4965075614664802,1
chrysler group/hertz/pv holding/000gd,-75.96825396825396,1102518.418330773,0,63,13.913108499146464,0.0,0
cig financial,-504.25,2175057.2236180906,2,200,14.592565991626207,1.0986122886681098,1
cire leasing,1509.297520661157,4121615.9607438017,3,121,15.231756110530947,1.3862943611198906,2
ciscon llc,-615.2173913043479,1242201.0869565217,0,23,14.03239623915465,0.0,0
citiwide auto leasing,-1901.923076923077,2098052.8846153845,3,65,14.556520751409979,1.3862943611198906,1
city auto,1045.0,2929416.6666666665,1,10,14.890314212662204,0.6931471805599453,2
city finance inc,-260.9375,874414.0624999999,0,16,13.681310441793993,0.0,0
city loan,1493.75,62221718.75,1,12,17.946214688878214,0.6931471805599453,2
city of cars,19.0,941785.4166666666,0,25,13.75553379395098,0.0,0
city rent a truck llc,-1310.0,4594888.888888889,1,10,15.340455350239727,0.6931471805599453,1
city style imports inc,1270.0,10200677.083333332,1,25,16.137964754803054,0.6931471805599453,2
clare dodge chrysler jeep of newport,-90.3225806451613,1207986.5591397851,0,31,14.004466358698522,0.0,0
claridon resale cars,15.909090909090908,519534.09090909094,0,11,13.160689634707161,0.0,0
classic chevrolet,-967.5,1707090.2777777775,0,10,14.350301472976012,0.0,0
classic chevrolet bmw,-420.0,1355388.8888888888,0,10,14.11959971178388,0.0,0
classic chevrolet cadillac,134.6153846153846,1623353.8461538467,0,26,14.300005458553683,0.0,2
classic dodge chrysler jeep,9.722222222222221,449201.3888888889,0,18,13.015228819928653,0.0,0
classic honda,-992.5,1790284.7222222222,0,10,14.397885786432003,0.0,0
classy and luxury motors,329.76190476190476,1032601.1904761905,0,21,13.847592572746558,0.0,0
clay chevrolet hyundai,-814.3162393162393,1305046.5111995281,1,117,14.081750005125658,0.6931471805599453,0
clay cooley toyota of hazelwood,-306.8181818181818,1193636.3636363638,0,11,13.992515811256343,0.0,0
clay nissan,-703.3505154639175,447690.4800257732,0,97,13.011859613504694,0.0,0
clay nissan of newton inc,-930.7692307692307,354078.52564102557,0,13,12.777276815589632,0.0,0
clay nissan of newton inc.,-977.9069767441861,1989202.6578073094,1,43,14.503244944654385,0.6931471805599453,0
clay subaru,-733.5365853658536,774147.8408636549,0,123,13.55951943494186,0.0,0
clear view systems,627.9644268774704,3180363.2011104845,6,253,14.97250627684955,1.9459101490553132,2
clermont nissan,-57.142857142857146,1092946.4285714286,0,21,13.90438866771411,0.0,0
cm investments,1.4150943396226414,1839307.9280995168,2,318,14.424900476481765,1.0986122886681098,2
cnac corporate office/columbus,56.144067796610166,913760.0047080981,0,118,13.725324333429798,0.0,0
coast acceptance corp,-404.1666666666667,487589.28571428574,0,36,13.097230753737566,0.0,0
coast financial auto,377.5,2460756.9444444445,0,10,14.71597996795092,0.0,2
coast sports cars inc,650.4761904761905,2153978.136446886,0,105,14.582827450693756,0.0,2
coastal credit corp,-2279.1666666666665,12614062.500000002,3,18,16.35032290028217,1.3862943611198906,1
coastal credit llc,-484.375,2159656.2500000005,0,16,14.5854600865137,0.0,0
coastal credit llc / macedonia / macedonia,-1081.8181818181818,804761.3636363636,0,11,13.598302312368748,0.0,0
coastal credit llc/virginia beach/virginia beac,-1200.0,1865649.0384615383,1,53,14.439120096423952,0.6931471805599453,1
coastal union remarketing,-40.476190476190474,1213279.7619047621,0,21,14.008838621905653,0.0,0
coconut creek auto mall,-114.02439024390245,489689.0243902439,0,41,13.101527866623709,0.0,0
coggin acura,-182.29166666666666,1655982.9343971633,0,48,14.319905912429295,0.0,0
coggin bmw treasure coast,-561.4035087719299,1974153.3521303257,1,57,14.495650688487238,0.6931471805599453,2
coggin buick-gmc of orange park,-124.56140350877193,1719676.143483709,0,57,14.357647123893507,0.0,0
coggin chevrolet at the avenues,-80.6701030927835,925931.0567010307,0,97,13.73855613804334,0.0,0
coggin deland ford,2.5568181818181817,1175359.7668495297,0,88,13.977085694051228,0.0,0
coggin deland honda,59.82142857142857,981083.603896104,0,56,13.796413977332502,0.0,0
coggin deland hyundai,15.24390243902439,401477.7175549534,0,82,12.902909803628905,0.0,0
coggin honda,-167.82407407407408,726437.5108168914,0,108,13.49590912085634,0.0,0
coggin honda of ft pierce,-79.71311475409836,499559.21453732566,0,122,13.121483419429499,0.0,0
coggin honda of orlando,-120.1923076923077,532335.1838079051,0,182,13.18503049319455,0.0,0
coggin honda of st. augustine,-73.50746268656717,803880.3143374039,0,67,13.597206918281021,0.0,0
coggin nissan,-60.16260162601626,596883.5799013728,0,123,13.29947904018487,0.0,0
coggin nissan at the avenues,-21.91358024691358,690287.2299382717,0,81,13.444864513899052,0.0,0
coggin toyota at the avenues,-207.83132530120483,716430.7228915663,0,166,13.482038229164823,0.0,0
collateral services,-854.5454545454545,1458602.2727272727,0,11,14.192989873275312,0.0,0
college park motor cars inc,-534.4444444444445,694155.9343434342,0,45,13.450453344103225,0.0,0
colonial auto sales,211.34453781512605,1367020.634524996,1,119,14.128144941861025,0.6931471805599453,2
columbus nissan inc,965.625,1089572.9166666667,0,16,13.901297275642495,0.0,2
commonwealth audi volkswagen,302.4193548387097,3974264.784946236,0,31,15.195350580820284,0.0,2
community choice credit union,-494.64285714285717,1014414.6825396826,0,28,13.829823322462476,0.0,0
community credit inc,-280.55555555555554,1001511.4379084967,0,18,13.817021853290468,0.0,0
concord honda,447.22222222222223,403080.0653594771,0,18,12.906892975438074,0.0,0
concord toyota,-260.29411764705884,1885551.4705882352,0,17,14.449731423767613,0.0,0
condor capital corp,-716.0,1198125.2525252523,0,100,13.996269438185987,0.0,0
congers auto sales inc,333.57142857142856,326799.3697478992,0,35,12.697104773386865,0.0,0
connell chevrolet,-25.0,1014804.6874999999,0,33,13.83020771124418,0.0,0
consolidated asset recovery systems  inc.,-950.6420545746388,2050019.6835661884,12,623,14.533360440608174,2.5649493574615367,1
consumer credit union,-700.0,1972437.5000000005,0,21,14.494781152508876,0.0,0
consumer portfolio services,-748.4279918864097,1401492.696531935,1,493,14.153049151918596,0.6931471805599453,0
contemporary auto sales,837.9432624113475,1514103.5967578522,2,141,14.230334796959,1.0986122886681098,2
contemporary motorcar ltd,55.0,1243583.3333333333,0,10,14.033508359253137,0.0,0
conway chry dodge jeep inc,-125.0,1114659.0909090908,0,12,13.924060065197173,0.0,0
coon rapids chrysler jeep dodge ram,655.2631578947369,2110665.2046783622,0,19,14.56251419243226,0.0,2
coral cadillac inc,319.8170731707317,1218529.904396266,0,82,14.013156514381715,0.0,0
coral springs honda,-393.446088794926,1174506.7433797969,1,473,13.976359675975333,0.6931471805599453,0
corona auto wholesale inc,689.3617021276596,1136759.3663274746,0,47,13.943692990913304,0.0,0
corona nissan,-40.0,1318916.6666666667,0,10,14.092322008725148,0.0,0
corpat exchange llc,-120.58823529411765,1522518.3823529414,0,17,14.235877009094642,0.0,0
corporate america family credit union,-719.6428571428571,1944151.785714286,0,14,14.480336854388643,0.0,0
corporate fleet services,-885.0,2171458.333333333,1,25,14.590910003327512,0.6931471805599453,2
corporate motors inc,206.8181818181818,662386.3636363636,0,11,13.403605805235301,0.0,0
cory fairbanks mazda,350.0,1060769.2307692308,0,14,13.874505835019614,0.0,0
cosmopolitan finance,-767.5,1923625.0,0,20,14.46972250461786,0.0,0
courtesy chevrolet,-745.0,791361.111111111,0,10,13.58151093101168,0.0,0
courtesy chevrolet center,-297.72727272727275,475306.8181818182,0,11,13.071717911408157,0.0,0
courtesy chrysler dodge jeep ram of orange,495.3703703703704,1727165.2421652426,0,27,14.361992613159195,0.0,2
courtesy chrysler jeep dodge,-254.7554347826087,1812446.5245604648,3,184,14.41018871332521,1.3862943611198906,1
courtesy ford,1040.4761904761904,1123404.761904762,0,21,13.931875488054999,0.0,2
courtesy hyundai,-25.985221674876847,554268.8265131932,0,203,13.225406898626211,0.0,0
courtesy kia mitsubishi,532.9787234042553,1564350.7169287694,0,47,14.262982057751797,0.0,2
courtesy kia of brandon,72.32142857142857,582432.9020530365,0,168,13.274970985113136,0.0,0
courtesy mitsubishi mazda kia,996.875,1951593.0706521738,0,24,14.484157068720892,0.0,2
courtesy nissan of tampa,-9.90990990990991,684833.4760099468,0,222,13.436932447183114,0.0,0
courtesy palm harbor honda,-71.06837606837607,1116618.4608016505,1,117,13.925816340330602,0.6931471805599453,0
courtesy toyota of brandon,-118.37899543378995,896435.3190063259,0,219,13.70618253660568,0.0,0
courtney leasing inc,-246.21212121212122,850254.6620046621,0,66,13.65329236207063,0.0,0
coventry auto sales,215.625,2524239.583333333,0,16,14.741450816378608,0.0,2
cowles ford inc,-207.33333333333334,1151499.5495495496,0,75,13.956576475489442,0.0,0
cox chevrolet inc,26.31578947368421,1923991.2280701755,0,19,14.469912870735065,0.0,2
cox fleet,-391.43835616438355,6381132.277397257,2,73,15.668856269232778,1.0986122886681098,1
cox fleet/wheels,162.5,1676079.5454545454,0,12,14.331968617016512,0.0,2
crb auto finance,-556.0975609756098,3847861.364656589,6,164,15.163028322107406,1.9459101490553132,1
credit acceptance corp/vrs/southfield,-511.06079251784394,1125396.486455992,11,4063,13.933646852511602,2.4849066497880004,1
credit union 1,-1181.8181818181818,5198386.363636365,0,11,15.463859013076144,0.0,2
credit union leasing of america,-190.9090909090909,777909.090909091,0,11,13.56436623209825,0.0,0
credit union of texas,-512.8787878787879,3384340.672348485,0,33,15.03466996161748,0.0,2
crescent automotive corp inc,783.75,2224504.8076923075,1,40,14.615045340010308,0.6931471805599453,2
crest ford inc,-323.2142857142857,1205044.6428571427,0,14,14.002028002079289,0.0,0
crestwood motors inc,-377.9761904761905,7601042.755516842,2,42,15.843796132079015,1.0986122886681098,1
crevier bmw/crevier mini,55.0,2455805.5555555555,0,10,14.71396580112251,0.0,2
crews chevrolet,-183.65384615384616,1295364.8190045252,0,52,14.074303698941977,0.0,0
criswell honda,-609.7222222222222,634305.5555555555,0,72,13.360287642671144,0.0,0
criswell isuzu trucks,-523.75,1211675.9868421052,0,20,14.007515897584113,0.0,0
criswell nissan,-468.1818181818182,866636.3636363636,0,11,13.672375902563179,0.0,0
crossborder vehicle sales ltd,454.26573426573424,4967022.520437308,3,143,15.418331329418987,1.3862943611198906,2
crossroad motors llc,1942.1052631578948,2117949.9530075183,3,57,14.56595964765511,1.3862943611198906,2
crossroads chrysler jeep dodge,206.43939393939394,1243025.2039627044,0,66,14.033059451495665,0.0,0
crossroads ford inc,687.689393939394,1460674.868936513,1,264,14.194409810497412,0.6931471805599453,2
crossroads ford lincoln mercury mazda,336.5853658536585,716409.2987804877,0,41,13.482008324805856,0.0,0
crossroads ford lincoln of morganton inc,715.8536585365854,1274773.6280487806,0,41,14.058279958635682,0.0,2
crossroads ford lincoln of sanford inc,723.3695652173913,1418566.7270531403,0,46,14.16515827763454,0.0,2
crossroads ford lincoln of shelby,322.11538461538464,3531266.3461538465,2,26,15.077167386049984,1.0986122886681098,2
crossroads ford lincoln of southern pines inc,588.3333333333334,1233426.1363636365,0,45,14.02530714256525,0.0,2
crossroads ford mazda,200.0,619044.1176470588,0,18,13.335933436970242,0.0,0
crossroads ford of fuquay-varina,651.9480519480519,1376673.7867395761,0,77,14.135181574609756,0.0,2
crossroads ford of indian trail,690.0,2923372.596153846,4,105,14.888248848500067,1.6094379124341003,2
crossroads ford of kernersville inc,892.7536231884058,1694064.3648763846,1,69,14.34264173956328,0.6931471805599453,2
crossroads ford of wake forest inc,654.6762589928057,1154208.0466061933,0,139,13.95892585921667,0.0,0
crossroads infiniti inc,837.5,1420303.5714285716,0,36,14.166381893499942,0.0,2
crossroads infiniti south inc,498.8636363636364,2070609.1437632137,1,44,14.543353877250867,0.6931471805599453,2
crossroads nissan,450.0,1537757.3529411764,0,35,14.245836298979892,0.0,2
crossroads nissan of hickory inc,604.4776119402985,1279544.0411578468,0,67,14.06201513611781,0.0,2
crossroads nissan of wake forest,288.963963963964,1105530.5077805077,1,111,13.915836779805659,0.6931471805599453,2
crown acura,-295.8333333333333,2041117.4242424243,0,12,14.529008462765482,0.0,2
crown audi,-79.41176470588235,4375093.5828877,1,34,15.291438696485926,0.6931471805599453,2
crown auto sales/leasing,526.063829787234,1796574.930619796,0,47,14.401393150503818,0.0,2
crown buick gmc,345.5357142857143,1340048.7764550264,0,28,14.108217317845405,0.0,0
crown chrysler dodge jeep,-103.84615384615384,3736754.8076923075,0,13,15.133728361856342,0.0,2
crown chrysler jeep inc,-88.63636363636364,706795.4545454546,0,11,13.468498003208893,0.0,0
crown dodge of fayetteville,-206.57894736842104,691030.701754386,0,19,13.44594097977904,0.0,0
crown eurocars inc,25.609756097560975,2136796.493902439,0,41,14.574818767949813,0.0,2
crown ford,-488.2352941176471,2064931.0661764706,0,17,14.540607886100762,0.0,0
crown honda,181.94444444444446,853588.6437908496,0,18,13.657205846504857,0.0,0
crown honda greensboro,65.0,1465155.1724137932,0,30,14.197472397081915,0.0,0
crown honda of southpoint,-121.875,818656.25,0,16,13.61542077707191,0.0,0
crown hyundai,133.33333333333334,1345952.380952381,0,15,14.112613153336165,0.0,0
crown nissan,-368.3333333333333,663434.5238095239,0,15,13.405186952161417,0.0,0
crown nissan greenville,139.0909090909091,727332.4915824916,0,55,13.49714037428148,0.0,0
crown toyota,127.22222222222223,1056358.5858585858,0,45,13.870339202197158,0.0,0
culver city honda,-42.04545454545455,2444903.9502164507,1,22,14.709516804968354,0.6931471805599453,2
culver city volvo,772.1590909090909,1330878.3694503172,0,44,14.101350461752547,0.0,2
cure inc,-233.57142857142858,833564.0756302524,0,35,13.633467053266555,0.0,0
curry acura,-364.5833333333333,601245.4710144926,0,24,13.306760230970317,0.0,0
d cars corp,-1401.4705882352941,5096208.639705882,2,17,15.44400761347784,1.0986122886681098,1
d&a fine cars,187.12374581939798,1433414.3263698656,3,598,14.175570494803662,1.3862943611198906,2
d&m leasing,-192.6253687315634,1852878.1462184286,3,339,14.432251282535267,1.3862943611198906,2
dab auto world & leasing,385.2631578947368,1211721.566449104,0,380,14.007553513838472,0.0,0
daimler daiichi corp,-283.3333333333333,2927379.3859649138,1,39,14.88961851485408,0.6931471805599453,2
danbury auto group inc,-794.2307692307693,5331429.655870445,1,39,15.489130175860511,0.6931471805599453,1
daniel thomas sales,651.5822784810126,2047200.989938332,0,79,14.53198453585652,0.0,2
daniels bmw mini of allentown,-423.52941176470586,2698552.3897058824,1,17,14.8082264058019,0.6931471805599453,2
danna investments llc,591.9642857142857,852178.406084656,0,28,13.655552354166488,0.0,0
darcars chrysler jeep,-1074.5412844036698,3423842.3802242614,3,109,15.04627427344065,1.3862943611198906,1
darcars chrysler jeep of rockville,-316.7721518987342,1380876.947419669,1,79,14.138230048630282,0.6931471805599453,0
darcars dodge of new carrollton,-697.1698113207547,2828621.6436865022,1,53,14.855300452799346,0.6931471805599453,2
darcars ford,-401.3157894736842,819938.4098544231,0,95,13.616985726088968,0.0,0
darcars imports inc,-673.2673267326733,1223053.2178217818,1,101,14.016861745511525,0.6931471805599453,0
darcars kia,-709.2105263157895,982683.1436699855,0,38,13.79804302874663,0.0,0
darcars nissan,-469.11764705882354,722697.6102941176,0,17,13.490747554333176,0.0,0
darcars of fairfax,-556.4732142857143,1319693.080357142,0,112,14.092910510397484,0.0,0
darcars of rockville inc,-241.66666666666666,970634.0579710146,0,24,13.7857058351969,0.0,0
darcars sales and leasing,-937.5,709416.6666666665,0,16,13.472199724686034,0.0,0
darcars toyota,-470.97701149425285,1267498.172878879,0,174,14.05255636188622,0.0,0
darcars toyota of baltimore,-601.0869565217391,892359.9033816425,0,46,13.70162592993719,0.0,0
darcars toyota of frederick,9.23913043478261,886960.4037267079,0,92,13.695556747071828,0.0,0
darrell waltrip buick gmc,658.59375,2129460.0554435486,1,32,14.57137948005587,0.6931471805599453,2
darrell waltrip honda,76.78571428571429,779467.7197802197,0,14,13.566367838105482,0.0,0
datura auto sales and rentals,-551.063829787234,8904401.017576322,4,47,16.002056321140238,1.6094379124341003,1
dave dennis inc,-230.55555555555554,3425923.2026143786,0,18,15.04688183345753,0.0,2
dave's auto,312.9032258064516,1015619.6236559139,0,31,13.83101043547524,0.0,0
david j leahy jr,326.6393442622951,955844.3977780786,0,122,13.770351461150447,0.0,0
david mcdavid acura,353.84615384615387,961938.1009615386,0,65,13.776706423030237,0.0,0
david mcdavid ford ft.worth,-459.4594594594595,4935255.255255256,2,37,15.41191515559183,1.0986122886681098,1
david mcdavid honda,-243.1818181818182,3301405.919661734,1,44,15.00985927487137,0.6931471805599453,2
david mcdavid honda of frisco,-736.8055555555555,3067267.361111111,2,36,14.936297938815677,1.0986122886681098,1
david mcdavids plano lincoln,94.44444444444444,1225396.8253968256,0,36,14.018776104665315,0.0,0
david wilsons ford of orange,-216.66666666666666,1084852.9411764708,0,18,13.896955919467876,0.0,0
david wilsons toyota of las vegas,178.7037037037037,4915129.985754985,1,27,15.407828961412767,0.6931471805599453,2
davis automotive,1347.3076923076924,1166369.5913461535,1,65,13.969407426738078,0.6931471805599453,2
daylight auto financing inc,119.140625,1155074.2497519841,0,64,13.959676051116196,0.0,0
daytona nissan,416.6666666666667,1477765.1515151514,0,12,14.206042148429052,0.0,2
daytona toyota,279.43037974683546,746919.222654982,0,79,13.523713661430468,0.0,0
dbs financial,-895.0,642964.2857142857,0,15,13.373846013759685,0.0,0
dch bloomfield llc,-1686.9565217391305,4242435.770750988,2,23,15.260648372208328,1.0986122886681098,1
dch freehold llc,-741.9230769230769,857736.4783653847,0,65,13.662053362380838,0.0,0
dch freehold nissan,-386.02941176470586,753757.2415329767,0,34,13.53282696100419,0.0,0
dch honda of nanuet,-516.0714285714286,941092.1167247389,0,42,13.754797368745898,0.0,0
dch honda of temecula,-23.333333333333332,3221648.8095238097,1,15,14.985404149513533,0.6931471805599453,2
dch montclair acura,-658.3333333333334,1625520.8333333335,0,21,14.301339450400476,0.0,0
dch toyota city,-1021.5909090909091,900969.9675324677,0,22,13.711228313576832,0.0,0
dch wappingers falls toyota auto group,-760.5072463768116,1287875.1065643653,0,69,14.068504990464211,0.0,0
dcm sales ltd,-276.1904761904762,3722904.761904761,0,21,15.130015040126422,0.0,2
dealer finance,-302.0833333333333,750279.3560606061,0,12,13.528202223744467,0.0,0
dealer network group auto wholesale,-462.5,1313006.465517241,0,30,14.087830839115869,0.0,0
dean sellers ford,-979.4117647058823,2668237.5222816393,1,34,14.796929083176643,0.6931471805599453,1
dekalb county drug task force,-492.5,328062.5,0,10,12.700962466189667,0.0,0
delta auto group london,-475.609756097561,1916171.4939024388,1,41,14.465840261593451,0.6931471805599453,2
deluca toyota,135.2941176470588,445551.47058823536,0,17,13.007070298055758,0.0,0
derwood auto sales,943.3333333333334,197630.9523809524,0,15,12.194161753556246,0.0,0
desert auto trade,1633.6538461538462,4630384.801729275,7,130,15.348150749098359,2.0794415416798357,2
desert european motorcars,672.2826086956521,6309594.182990923,6,92,15.657582077624351,1.9459101490553132,1
desert fleet lease,171.05263157894737,1834948.8304093566,0,19,14.42252769872068,0.0,2
desert plaza auto sales inc,840.625,1733048.5372340425,0,48,14.365393152959747,0.0,2
desert sun motors inc,-562.9629629629629,2664440.883190883,1,27,14.795505168955817,0.6931471805599453,2
devoe buick gmc,693.1818181818181,1309386.3636363638,0,11,14.085069924443374,0.0,2
diane sauer chevrolet inc,145.45454545454547,1398227.272727273,0,11,14.150716473658955,0.0,0
dick devoe buick cadillac inc,63.23529411764706,1617431.0661764706,0,17,14.296350305202537,0.0,0
dick hannah subaru,1104.0,2771025.0,1,25,14.834728206695358,0.6931471805599453,2
dick poe chrysler jeep,132.14285714285714,2543571.428571428,1,21,14.749080118786617,0.6931471805599453,2
diers inc,249.16666666666666,508253.591954023,0,30,13.138737766283075,0.0,0
dimmitt chevrolet inc,260.13513513513516,1032168.7312312312,0,37,13.847173679747543,0.0,0
direct financial solutions inc,-1105.5555555555557,2585593.4343434344,0,45,14.76546599474759,0.0,0
direct wholesale motors inc,1141.6666666666667,1242132.3529411764,0,18,14.032340905229722,0.0,2
directions credit union,525.0,583701.9230769231,0,27,13.277147439020569,0.0,0
discount auto sales llc,97.91666666666667,3700049.8188405796,1,24,15.12385711234191,0.6931471805599453,2
discount motors,-592.5,607090.2777777778,0,10,13.316434433988103,0.0,0
dm northwest inc,723.2649842271294,857152.8346244459,0,317,13.66137268511686,0.0,0
dml remarketing,172.91666666666666,525647.6449275363,0,24,13.172388293101932,0.0,0
dodge of paramus inc,-287.0967741935484,1664369.623655914,0,31,14.32495760612497,0.0,0
doering leasing company inc,107.89473684210526,2257199.5021337126,0,38,14.629635887535768,0.0,2
dollar rac/portland,371.7105263157895,369296.3193456615,0,38,12.819357342069825,0.0,0
dollar rac/seattle,541.9616519174041,706235.1198268486,1,339,13.467704907907143,0.6931471805599453,0
dollar thrifty auto group,-255.43333333333334,337885.2807606265,0,150,12.730464670400245,0.0,0
dollar thrifty auto group/faao,-128.87777777777777,566987.6141073657,0,90,13.248094501568874,0.0,0
dollar thrifty automotive group,88.34031413612566,324046.35199779563,0,191,12.688644932237212,0.0,0
dollar thrifty damage liquidation,-4289.634146341464,29372092.987804882,5,41,17.195555597460164,1.791759469228055,1
don beyer motors inc,217.36111111111111,683136.4087301586,0,36,13.434451302403275,0.0,0
don beyer volvo subaru kia of alexandria,39.77272727272727,994134.1783216783,0,66,13.80962847067973,0.0,0
don beyer volvo winchester,242.30769230769232,793438.4615384615,0,26,13.584132523080944,0.0,0
don beyer volvo-dulles,250.0,572361.1111111111,0,19,13.25752713144617,0.0,0
don davis dodge chrysler jeep ram,-426.0416666666667,1081276.0416666667,0,24,13.893653346549401,0.0,0
don davis nissan inc,412.5,1658628.640776699,0,104,14.32150230180103,0.0,2
don jackson chrysler dodge jeep,-125.89285714285714,613749.1883116883,0,56,13.327343264912308,0.0,0
don whites timonium chrysler jeep dodge,-1045.8333333333333,1930094.6969696975,0,12,14.473080143573949,0.0,0
don's wholesale llc,-28.82183908045977,3982953.3726994875,6,174,15.197534406587117,1.9459101490553132,1
donate for charity,-425.0,810340.9090909093,0,45,13.60521154757404,0.0,0
donlen corporation,-215.17145135566187,2936898.0352258193,28,1254,14.892864832751528,3.367295829986474,1
donlen exchange services inc,-414.20454545454544,1501160.854231975,0,88,14.22174993573629,0.0,0
doug marine motors inc,-218.1818181818182,1835636.3636363638,0,11,14.422902316294763,0.0,0
dover fcu,-626.7857142857143,4749275.412087912,1,14,15.373502830109494,0.6931471805599453,1
downtown nashville nissan,85.0,828553.5714285715,0,15,13.62743798142679,0.0,0
dream cars by bussinger ltd,717.3469387755102,1177557.3979591832,0,49,13.97895369851272,0.0,2
driscoll motors,594.7916666666666,2464041.445035461,1,48,14.717313829556767,0.6931471805599453,2
driveit financial services llc,-671.4285714285714,1562870.879120879,0,14,14.262035634911921,0.0,0
drivetime,-1498.076923076923,2666392.7283653845,2,65,14.79623745387471,1.0986122886681098,1
dt credit corporation,-251.64239981029166,1509546.8289228918,17,4217,14.227320712902248,2.8903717578961645,1
dt inventory,-446.13225202744854,1033113.9325609059,4,1603,13.848089002862306,1.6094379124341003,1
dtag,-312.5,391562.49999999994,0,10,12.877902977939973,0.0,0
dtag tra,-6014.5,4545333.928571428,30,50,15.329611974533499,3.4339872044851463,1
dtg operations,-349.0,705806.2499999999,0,25,13.467097462202286,0.0,0
dtg operations inc,-120.51445411170361,767535.5120734453,11,3563,13.550941330046074,2.4849066497880004,1
dtg trade ins,-335.4166666666667,471188.4469696971,0,12,13.063015514994222,0.0,0
