seller,mean_pricing_gap,pricing_gap_variance,extreme_pricing_count,transaction_count,log_pricing_gap_variance,log_extreme_pricing_count,cluster
kia of cerritos,-12.195121951219512,1741722.5609756098,1,41,14.370385733202365,0.6931471805599453,2
kia of dartmouth,801.0,2166587.5,0,25,14.588664368623892,0.0,2
kia of gastonia,25.0,987638.8888888889,0,10,13.803073425358953,0.0,0
kia of silver spring,185.41666666666666,675158.5144927535,0,24,13.422704259703064,0.0,0
kia of waldorf,-6.132075471698113,546608.3091436866,0,53,13.211489583329408,0.0,0
kilpatrick chevrolet inc,782.3529411764706,704981.6176470588,0,17,13.465928425670672,0.0,0
king buick gmc llc,-382.14285714285717,751098.9010989009,0,14,13.529293945999086,0.0,0
king cadillac buick gmc inc,389.2857142857143,1782149.4708994706,0,28,14.393331322785617,0.0,2
king hyundai,-137.85714285714286,986732.142857143,0,105,13.802154909879947,0.0,0
kingman chevrolet-buick,-243.1818181818182,1378636.3636363638,0,11,14.136606151660619,0.0,0
kingman honda,712.5,1581856.617647059,0,18,14.274110421772038,0.0,2
kip killmon ford,-726.6666666666666,4119773.80952381,1,15,15.231309061949343,0.6931471805599453,1
kjc auto title loan corp,-674.21875,765906.6280241938,0,32,13.54881685140442,0.0,0
kline leasing,657.8125,637476.5625,0,16,13.36527435931689,0.0,0
kly international,-322.65625,1006224.1683467741,0,32,13.821716429991064,0.0,0
kly international llc,450.0,1042302.6315789474,0,39,13.856943851918741,0.0,0
knauz continental autos inc,-272.0779220779221,2100073.1049995744,0,154,14.557483190166076,0.0,2
koons silver spring ford lincoln,-490.84507042253523,1519914.9899396375,1,71,14.234165621518475,0.6931471805599453,0
koons tysons toyota,-553.75,2135675.9868421056,0,20,14.574294244238287,0.0,0
kull auto sales inc,-340.625,597072.9166666666,0,16,13.299796198222483,0.0,0
l k auto sales inc,-575.0,377589.2857142856,0,29,12.841564986530301,0.0,0
l m auto wholesale,-492.27941176470586,2608568.2341966643,0,68,14.774312442858378,0.0,2
laclede gas,-423.6842105263158,2005241.228070175,1,19,14.5112754234307,0.6931471805599453,2
lafontaine cadillac buick gmc inc,-137.5,1232440.476190476,0,64,14.024507699950474,0.0,0
lafontaine ford of lansing,-454.54545454545456,319977.2727272727,0,11,12.676008374743482,0.0,0
lafontaine nissan inc,431.25,6074218.75,1,12,15.619564102728258,0.6931471805599453,2
lafontaine subaru,147.5,322979.1666666666,0,10,12.685346196810748,0.0,0
lagrange toyota inc,-119.18604651162791,2229667.7740863785,0,43,14.61736360060453,0.0,2
lake trust credit union,-446.25,2472452.302631579,0,20,14.720721455599568,0.0,2
lancaster car company llc,867.1052631578947,2198956.2588904696,1,38,14.603493832736122,0.6931471805599453,2
lance adams auto sales llc,910.8695652173913,180160.57312252966,0,23,12.101609355703342,0.0,0
lance cunningham ford,1025.0,1544852.9411764706,0,18,14.250439927389772,0.0,2
land rover charlotte,-382.95454545454544,2400737.2835497838,0,22,14.691286866159157,0.0,2
land rover farmington hills,-70.45454545454545,2205727.2727272725,0,11,14.60656829474785,0.0,2
land rover fort lauderdale,-150.0,445500.0,0,11,13.006954770559393,0.0,0
land rover las vegas,80.43478260869566,5199940.711462451,1,23,15.464157974154686,0.6931471805599453,2
land rover minneapolis,262.8125,1416393.2291666667,0,16,14.163624924915247,0.0,0
land rover newport beach,411.7647058823529,3878721.033868093,1,34,15.17101628462994,0.6931471805599453,2
land rover north america llc,-3480.681818181818,85031304.1754757,21,44,18.258530042832266,3.091042453358316,1
land rover of alexandria,-187.5,1327812.4999999998,0,10,14.099044162409365,0.0,0
land rover palm beach,-243.82716049382717,5926789.544753086,5,81,15.59499340097784,1.791759469228055,1
land rover san jose,376.0416666666667,1298667.346014493,0,24,14.076849948207927,0.0,0
landers mclarty dge chry jeep,250.86206896551724,887700.1231527096,0,29,13.696390392294665,0.0,0
landers mclarty dodge chrysler jeep,-1270.3125,11866601.5625,2,16,16.289238505103043,1.0986122886681098,1
landers mclarty honda,490.74074074074076,2927795.584045585,1,27,14.889760678987974,0.6931471805599453,2
landers mclarty nis merc benz of huntsville,-175.0,4989318.181818182,1,12,15.422810021910012,0.6931471805599453,2
landmark credit union,-439.44444444444446,1397968.434343434,0,45,14.150531337690976,0.0,0
lansdale chrysler dodge jeep ram,-592.5,2805562.4999999995,0,10,14.847114968028583,0.0,2
laredo dodge chrysler jeep,-667.2297297297297,4340974.754720473,4,74,15.283609709083105,1.6094379124341003,1
larry h miller chrysler jeep avondale,-485.0,679333.3333333334,0,10,13.428868676127017,0.0,0
larry h miller fleet lease,96.42857142857143,1842870.879120879,0,14,14.4268357166668,0.0,2
larry h miller toyota corona,-171.875,2264156.25,0,16,14.632713172606985,0.0,2
larry h miller toyota peoria,557.5,932378.2051282054,0,40,13.745494883372732,0.0,0
larry h miller toyota scion boulder,256.8181818181818,731386.3636363635,0,11,13.502698507594879,0.0,0
larry h. miller fleet lease,-550.0,1218726.4150943395,0,54,14.013317769917844,0.0,0
larry h. miller lexus murray,603.75,568833.8815789474,0,20,13.251345480448379,0.0,0
larry hudson chevrolet buick gmc inc,-934.7570532915361,2413437.8137256824,4,638,14.696563182083548,1.6094379124341003,1
larson cadillac saab,377.27272727272725,968556.8181818181,0,11,13.783563458737863,0.0,0
larson chrysler jeep dodge,-20.833333333333332,6480890.151515153,1,12,15.684368582254953,0.6931471805599453,2
larson ford inc,47.5,500340.27777777775,0,10,13.123045700124784,0.0,0
larson motors  inc.,-431.25,4009958.333333333,0,16,15.204291657917945,0.0,2
las vegas motor company,1265.2777777777778,2630083.7418300654,1,18,14.782526624863017,0.6931471805599453,2
las vegas motorcars llc,542.3423423423424,5205440.827190829,5,111,15.465215141575799,1.791759469228055,1
lasco ford inc,-834.0909090909091,4115784.090909091,0,11,15.230340161479896,0.0,2
lauderdale bmw of fort lauderdale,100.9,1722210.5321285138,1,250,14.359119797382805,0.6931471805599453,2
lauderdale imports ltd bmw pembrok pines,209.15254237288136,2170370.8780122227,3,295,14.590409083189941,1.3862943611198906,2
lauderdale infiniti,261.1607142857143,919293.6282467535,0,56,13.731361946526555,0.0,0
lauderdale mini,185.52631578947367,1208841.3742690058,0,19,14.005173744148404,0.0,0
laurel audi of westmont,-441.6666666666667,1369981.884057971,0,24,14.130308804337922,0.0,0
laurel kia,-45.65217391304348,7929071.14624506,2,23,15.886046581247705,1.0986122886681098,1
lawler motor sports inc,1067.2757475083056,2464608.887043189,7,301,14.717544092099955,2.0794415416798357,2
lbs financial credit union,192.5,4834317.602040817,2,50,15.39125074664647,1.0986122886681098,2
leaders financial co,-980.6451612903226,1116279.5698924728,0,31,13.925512797039707,0.0,0
lease & rental management,-1004.1666666666666,768807.7309236949,0,84,13.552597493134211,0.0,0
lease plan advantage,-141.44736842105263,433109.21052631567,0,76,12.978747502372329,0.0,0
lease plan usa,-147.0736629667003,1561024.111655415,38,3964,14.260853286271068,3.6635616461296463,1
lease plan usa/tra,-3059.5588235294117,14026559.951951081,27,102,16.456463301001715,3.332204510175204,1
lease plan/arlington heights ford,115.55555555555556,1045888.8888888889,0,45,13.86037864931719,0.0,0
lease plan/napleton auto werks,-409.61538461538464,683389.4230769231,0,13,13.43482160492294,0.0,0
lease plan/napleton cadillac,-310.4166666666667,522665.7196969697,0,12,13.166699292685415,0.0,0
lease plan/ray chevrolet,-224.24242424242425,662558.0018939395,0,33,13.403864892339506,0.0,0
lease plan/sutton ford,-261.02941176470586,1898529.9688057043,1,34,14.456590970770465,0.6931471805599453,2
lease plan/wal-mart stores,-384.2105263157895,1143417.3976608186,0,19,13.949532927992879,0.0,0
lease remarketing services inc,527.8225806451613,1875411.9843997876,0,62,14.444339451479893,0.0,2
leasing associates,-779.1666666666666,1975549.2424242424,0,12,14.49635752127365,0.0,0
leasing associates inc,-66.89189189189189,3538717.1546546556,1,37,15.079275116329862,0.6931471805599453,2
lee dodge,548.3333333333334,483434.5238095238,0,15,13.088673231952205,0.0,0
lehman hyundai,23.4375,2781455.729166667,0,16,14.838485351722396,0.0,2
lejeune honda cars,242.85714285714286,596291.2087912089,0,14,13.298486109104672,0.0,0
lenders assistance corporation,-444.3181818181818,1672083.2464553793,1,110,14.329581457993413,0.6931471805599453,2
lenders fleet services,-1046.875,2867205.965909091,2,56,14.868848931276082,1.0986122886681098,1
lenders option corporation,-440.7894736842105,660453.4139402559,0,38,13.400683383061194,0.0,0
lendmark financial services/covington,-843.1818181818181,880386.3636363636,0,11,13.688117275551388,0.0,0
lenny genzale auto sales,-580.2631578947369,5110595.760233918,1,19,15.446826738185946,0.6931471805599453,1
lester glenn buick,-90.2295918367347,1459560.3404921752,6,980,14.19364649682217,1.9459101490553132,1
lester glenn ford,-132.27272727272728,856172.9797979797,0,55,13.660228881899465,0.0,0
levittown ford llc,-407.8125,1146630.544354839,0,32,13.95233911028926,0.0,0
lexus financial services,-305.0942126514132,2928277.9259627336,30,3715,14.889925411125535,3.4339872044851463,1
lexus of annapolis,143.42105263157896,1401604.5645086167,1,114,14.153128969268124,0.6931471805599453,2
lexus of bellevue,1064.3617021276596,2669019.9468085123,1,141,14.797222276541893,0.6931471805599453,2
lexus of clearwater,-325.45454545454544,1819131.7340067339,1,55,14.413870425704829,0.6931471805599453,2
lexus of edison,-771.0526315789474,1115018.2748538011,0,19,13.924382249591336,0.0,0
lexus of greenville,157.72727272727272,2023307.2390572394,1,55,14.52024447184778,0.6931471805599453,2
lexus of henderson,565.0,1698807.692307692,0,40,14.345437794142146,0.0,2
lexus of knoxville,21.551724137931036,1454407.327586207,0,29,14.190109728177056,0.0,0
lexus of las vegas,-648.9795918367347,2223254.1454081633,0,49,14.614482961622489,0.0,0
lexus of lincoln,1061.764705882353,617431.0661764706,0,17,13.333324327143137,0.0,0
lexus of north miami,-547.5378787878788,2929473.853516078,3,132,14.89033373404759,1.3862943611198906,1
lexus of omaha,742.96875,1244017.237103175,0,64,14.033857212224587,0.0,2
lexus of palm beach,-561.1702127659574,1523717.9707160837,1,94,14.236664595807245,0.6931471805599453,0
lexus of pembroke pines,-261.41509433962267,3660321.3800743273,2,265,15.11306178348608,1.0986122886681098,1
lexus of pleasanton,358.3333333333333,1479801.1363636367,0,45,14.207418945156581,0.0,2
lexus of rockville,-495.96774193548384,2582606.4251718665,1,62,14.764310076466783,0.6931471805599453,2
lexus of seattle llc,461.9047619047619,1611226.1904761903,0,21,14.292506676720244,0.0,2
lexus of silver spring,-289.6276595744681,1183432.9243880117,1,94,13.98393087569572,0.6931471805599453,0
lexus of south atlanta,685.7142857142857,1651607.142857143,0,14,14.317260003265972,0.0,2
lexus of stevens creek,928.3088235294117,1933076.5748463557,0,68,14.474623889225018,0.0,2
lexus of tacoma at fife,943.5546875,3027758.3276943895,0,128,14.92333340811322,0.0,2
lexus of tampa bay,-155.0,1035185.8108108112,0,75,13.850092461931624,0.0,0
lexus of thousand oaks,288.0952380952381,5061476.19047619,1,21,15.437168933535672,0.6931471805599453,2
lexus of valencia,778.8461538461538,3967275.641025642,0,13,15.193590432639958,0.0,2
lexus of watertown,-364.75409836065575,1337094.5671318253,0,122,14.106010332311811,0.0,0
lexus rivercenter,0.0,1831250.0,0,10,14.42050989782245,0.0,2
lia honda,-203.84615384615384,1108434.6153846153,0,26,13.91846022370357,0.0,0
liberty auto city inc,298.75,898254.9342105263,0,20,13.708210311366997,0.0,0
liberty ford,-1258.8235294117646,1882964.1544117648,0,17,14.44835830211053,0.0,0
lilliston enterprises inc,-484.09090909090907,5141534.090909091,1,11,15.452862248661466,0.6931471805599453,2
lincoln financial services,-310.26785714285717,834654.017857143,0,56,13.634773766195185,0.0,0
lindsay lexus of alexandria,-1191.0714285714287,1662269.9175824176,0,14,14.323695248082302,0.0,0
linus cadillac buick gmc,478.84615384615387,1616084.615384615,0,26,14.295517496477009,0.0,2
lipton toyota,-667.5,2656125.0,1,20,14.792379228212267,0.6931471805599453,2
liquidation llc,-1323.019801980198,1965921.0396039612,4,101,14.49147192458151,1.6094379124341003,1
lithia chrysler jeep dodge of tri-cities,-262.5,1368368.0555555555,0,10,14.12913011823413,0.0,0
lithia hyundai of fresno,196.05263157894737,834809.9415204679,0,19,13.63496056085596,0.0,0
lithia nissan of fresno,376.5625,1314289.0625,0,16,14.088807201382396,0.0,0
livermore toyota and livermore scion,633.6206896551724,1608851.6009852218,0,29,14.291031812695008,0.0,2
lobel financial corp,-518.7007874015748,1608443.7681309565,2,381,14.29077828757149,1.0986122886681098,2
loehmann blasius chevrolet inc,827.6315789473684,3207006.5789473685,1,19,14.98084884192394,0.6931471805599453,2
logistics leasing,183.24468085106383,1906618.1222832308,0,94,14.460842138511529,0.0,2
logix federal credit union,-1200.0,6472410.7142857155,1,15,15.683059350388996,0.6931471805599453,1
lokey motor company,193.13725490196077,2715596.000776549,1,102,14.81452237696674,0.6931471805599453,2
lokey nissan,138.63636363636363,792045.4545454546,0,11,13.58237532380555,0.0,0
lone star liquidation/twisted performance,-1021.6666666666666,2257666.6666666665,0,15,14.629842832464016,0.0,0
lotus of las vegas,610.0,2746555.5555555555,0,10,14.825858523417196,0.0,2
lou fusz motor co,463.04347826086956,1127322.1343873518,0,23,13.935356472765944,0.0,0
love field chrysler dodge jeep ram,303.57142857142856,1281717.0329670326,0,14,14.063711949188287,0.0,0
low book sales,-1609.090909090909,12533284.09090909,1,11,16.34389847055501,0.6931471805599453,1
low gos used cars,430.4347826086956,247497.52964426877,0,23,12.419159920141999,0.0,0
lowery brothers motors inc,1043.2692307692307,2433977.8846153845,0,26,14.70503787731342,0.0,2
lucas chevrolet geo inc,171.5909090909091,1767874.7294372292,0,22,14.385289230929507,0.0,2
lucas dodge inc,116.07142857142857,1474962.2252747254,0,14,14.204143615428114,0.0,0
lucas motor company,-231.25,926480.9782608695,0,24,13.739149873099988,0.0,0
lucky imports,567.0,1684296.9387755098,1,50,14.336859381398702,0.6931471805599453,2
lujacks northpark auto plaza,-653.3333333333334,3929809.5238095233,1,15,15.184101769912058,0.6931471805599453,1
lute riley honda,-1033.9285714285713,1526500.686813187,0,14,14.238489196176563,0.0,0
luther brookdale chevrolet,542.5925925925926,1593458.2459818313,0,54,14.281417837352034,0.0,2
luther brookdale chrysler jeep dodge,1150.0,1521527.7777777778,0,10,14.235226162223618,0.0,2
luther brookdale toyota scion,846.875,388440.8967391305,0,24,12.869898879661898,0.0,0
luther hudson chevrolet gmc,464.77272727272725,1070693.9935064935,0,22,13.88381852222854,0.0,0
luther white bear acura,718.1818181818181,478761.36363636365,0,11,13.078959643971451,0.0,0
luxury cars inc,333.3333333333333,2250905.797101449,0,24,14.626843713923458,0.0,2
luxury cars of lexington,326.9230769230769,1520046.1538461542,0,26,14.234251914608485,0.0,2
luxury cars of smithtown inc,-47.916666666666664,2947156.250000001,1,36,14.896351619644763,0.6931471805599453,2
luxury fleet leasing llc,308.3333333333333,2594583.3333333335,0,12,14.768936881918954,0.0,2
luxury motor car company,12.06140350877193,3056186.1997360666,2,114,14.932678683850584,1.0986122886681098,2
m & m brothers car sales inc,-51.25,1012070.7236842106,0,20,13.827509999523903,0.0,0
m & n financial,-591.5413533834586,1672375.8259284573,1,133,14.329756421592924,0.6931471805599453,0
m & r auto sales,40.74074074074074,1556737.891737892,0,27,14.25810373716268,0.0,0
m & t bank,-1990.0,12748083.333333336,1,10,16.36089156991428,0.6931471805599453,1
m and m auto sales,613.4615384615385,956522.4358974359,0,13,13.771060569284641,0.0,0
m and m enterprises,469.44444444444446,4056584.9673202615,0,18,15.215852283078897,0.0,2
m and t bank,-1119.5454545454545,4105830.066722268,3,110,15.227918732685458,1.3862943611198906,1
m f enterprise llc,25.0,680937.5,0,17,13.431227272683559,0.0,0
m l sim,648.8157894736842,1285484.7013366749,0,190,14.066647182589794,0.0,2
m m m auto sales llc,-1647.9166666666667,672779.3560606061,0,12,13.41917418992064,0.0,0
m/r motors inc,149.4318181818182,1233182.8091966175,0,44,14.025109845810166,0.0,0
madison honda,-606.8181818181819,58011.363636363625,0,11,10.968411432956083,0.0,0
magnussens lexus of fremont,519.6428571428571,981127.6455026454,0,28,13.796458867057472,0.0,0
maher chevrolet inc,1210.0,1499206.896551724,0,30,14.220447457629401,0.0,2
main auto llc,-467.85714285714283,2665133.9285714286,0,21,14.795765244158382,0.0,2
malco enterprise of nevada/dba budget,-573.3333333333334,2196460.227272727,1,45,14.602358090192423,0.6931471805599453,2
mall of georgia mazda,489.20454545454544,2217784.417450365,2,88,14.612019696247588,1.0986122886681098,2
manheim arena illinois,-1165.909090909091,1709784.090909091,0,11,14.351878242749782,0.0,0
manheim atlanta,-1872.549019607843,4009031.3725490207,4,51,15.204060466560618,1.6094379124341003,1
manheim auctions,-658.3333333333334,815265.1515151515,0,12,13.611269905188099,0.0,0
manheim auctions/ars,-3027.2727272727275,24215181.81818182,2,11,17.00249038358167,1.0986122886681098,1
manheim baltimore-washington,-980.0,2102447.9166666665,1,25,14.558613374061622,0.6931471805599453,1
manheim baltwash/junk a car scrap,-655.0,232343.74999999997,0,25,12.355977539035123,0.0,0
manheim central facilitation services group,-1054.1666666666667,5111912.878787879,0,12,15.447084428025118,0.0,2
manheim dallas,-1441.4214876033059,4927734.912534437,5,121,15.410390193582277,1.791759469228055,1
manheim fort lauderdale,-1581.8181818181818,1678136.3636363638,0,11,14.333195024182276,0.0,0
manheim fredericksburg,-1360.0,2151416.6666666665,0,10,14.581637562653432,0.0,0
manheim georgia,-1540.7407407407406,1935295.5840455843,0,27,14.475771146109421,0.0,0
manheim harrisonburg,-1276.3157894736842,2190302.2759601707,2,38,14.599550574378506,1.0986122886681098,1
manheim imports,231.89523809523808,1149178.21007326,0,105,13.954558515141574,0.0,0
manheim milwaukee,-1614.7058823529412,9691443.850267379,2,34,16.086754080106285,1.0986122886681098,1
manheim minneapolis,-1254.7619047619048,3607226.1904761903,2,21,15.098449943894986,1.0986122886681098,1
manheim nashville,-1277.2727272727273,1466238.4044526904,1,99,14.198211452633988,0.6931471805599453,0
manheim new jersey,-2378.316326530612,3808113.8885966768,7,98,15.152644844763035,2.0794415416798357,1
manheim new york,-1506.9444444444443,1038515.1143790849,0,18,13.853303439153445,0.0,0
manheim north carolina,-2465.0,3750722.222222222,1,10,15.137459238610896,0.6931471805599453,1
manheim ohio,-1440.2777777777778,2624348.4477124177,1,18,14.780343593850182,0.6931471805599453,1
manheim orlando,-791.1764705882352,4523295.588235294,2,51,15.324751619654227,1.0986122886681098,1
manheim palm beach,-1158.3333333333333,1615367.6470588234,1,18,14.29507375302324,0.6931471805599453,0
manheim philadelphia,-1531.578947368421,1347558.4795321638,0,19,14.113805721445786,0.0,0
manheim pittsburgh,-1292.5,620562.5,0,10,13.338383215215885,0.0,0
manheim resale llc,-1626.25,2139504.9342105263,0,20,14.576085488478782,0.0,0
manheim san francisco bay,-1242.6470588235295,4803887.867647059,1,17,15.38493632861865,0.6931471805599453,1
manheim st louis,-810.7142857142857,2780098.2142857136,0,21,14.83799717362198,0.0,2
manheim statesville,-1238.55421686747,3134897.884219806,2,83,14.958107477691609,1.0986122886681098,1
manheim tampa,-1842.0454545454545,2257403.9502164507,0,22,14.629726459385306,0.0,0
maple ridge chrysler jeep dodge,251.1904761904762,4917029.761904762,1,21,15.40821540260895,0.6931471805599453,2
maplewood toyota,257.5,1516299.5689655172,0,30,14.231784090021774,0.0,2
marano & sons auto sales inc,-867.1111111111111,1387783.2564102563,0,27,14.143218973104709,0.0,0
margate volvo,77.57731958762886,866959.4340635742,0,97,13.672748619269878,0.0,0
marin auto group,862.5,2007083.3333333333,0,16,14.512193646493749,0.0,2
marine chevrolet cadillac,118.26923076923077,1584144.9849170437,0,52,14.275556009304937,0.0,0
mariner finance llc/baltimore,-1347.5,3189090.277777778,1,10,14.975246568278646,0.6931471805599453,1
marion ford inc,288.6363636363636,804920.4545454544,0,11,13.59849997964702,0.0,0
maritime motors of fairfield inc,-440.4761904761905,34922279.76190476,2,21,17.368635600717614,1.0986122886681098,1
mark one financial,-693.3823529411765,1238913.213012478,0,34,14.029745919321888,0.0,0
marple fleet leasing,-241.46341463414635,622269.0548780488,0,41,13.34112944932566,0.0,0
mars auto,-380.2083333333333,1953748.8677536233,0,24,14.485261093029337,0.0,0
martin auto gallery,300.0,948333.3333333335,0,16,13.762462391355449,0.0,0
martin auto sales inc,-1860.4166666666667,12340279.356060605,1,12,16.32837929547522,0.6931471805599453,1
martin chevrolet,301.47058823529414,1183065.9536541887,0,34,13.983620737854514,0.0,0
mas financial services,-590.4255319148937,1250082.0750400363,0,94,14.038720567102143,0.0,0
mascio motor car,460.7142857142857,1394612.7366609292,0,84,14.148128043613646,0.0,2
mason avenue motors inc,426.3157894736842,476838.4502923977,0,19,13.074935131017746,0.0,0
massey cadillac,-775.0,3276875.0000000005,2,37,15.002401087477685,1.0986122886681098,1
matt saxe chevrolet buick inc,671.1538461538462,1429834.6153846157,0,26,14.17307004135185,0.0,2
maurice schwartz,125.0,833055.5555555555,0,10,13.632856812668495,0.0,0
mayfair rent a car,-61.36363636363637,3467364.7186147193,2,22,15.058905704715343,1.0986122886681098,2
mazda and volkswagon of fredericksburg,55.714285714285715,620113.4453781517,0,35,13.337659329306362,0.0,0
mazda knoxville,637.5,448784.72222222225,0,10,13.01430081945423,0.0,0
mazda motors of america inc.,54.54545454545455,1099384.3498273885,2,396,13.91026180871266,1.0986122886681098,2
mazda of wesley chapel,-24.074074074074073,945730.2585604474,0,54,13.759713725815129,0.0,0
mccarthy chevrolet inc,-531.0,3423816.666666666,0,25,15.046266763268223,0.0,2
mcdonald auto sales & leasing,841.4285714285714,2024850.8403361344,0,35,14.521007090579962,0.0,2
mckenna audi/mckenna bmw,220.28301886792454,5025635.227577575,4,212,15.430062616347982,1.6094379124341003,1
mckenna motors cerritos inc,170.91836734693877,1033602.7848639457,0,49,13.848562073830342,0.0,0
mckenna volks,487.27272727272725,2014881.3131313128,0,55,14.51607134626337,0.0,2
mckenna volkswagen,177.41935483870967,1217723.1182795698,0,31,14.012494197720544,0.0,0
mcmahon leasing/mcmahon motors,-107.6923076923077,1318581.7307692308,0,13,14.092068028934616,0.0,0
mcmb financial,236.0062893081761,1167615.4366690551,0,159,13.970474995174639,0.0,0
mcnutt motor sales  inc.,880.0,313861.1111111111,0,10,12.656709031852863,0.0,0
medlin buick gmc mazda,936.3888888888889,1274796.1576424143,1,198,14.058297631873016,0.6931471805599453,2
medlin hyundai,1340.909090909091,3197034.090909091,1,11,14.977734404181017,0.6931471805599453,2
mei finance,-822.2727272727273,741867.4242424244,0,55,13.5169271806066,0.0,0
meier & company,-501.6666666666667,2213077.380952381,0,15,14.609895036820964,0.0,0
melody toyota,263.3333333333333,2349809.523809524,0,15,14.669845254703556,0.0,2
melvin g rhoades auto sales llc,963.3333333333334,1135556.818181818,0,45,13.942634557929647,0.0,2
members auto lease inc,263.6363636363636,1215545.4545454546,0,11,14.010704290474035,0.0,0
mentor mitsubishi,3.6363636363636362,1654917.087542088,1,55,14.319262071636162,0.6931471805599453,2
merced volkswagen,453.84615384615387,2197588.141025641,0,13,14.602871472463061,0.0,2
mercedes benz and porsche of atlantic city,500.6578947368421,1607313.7446657186,0,38,14.290075484076855,0.0,2
mercedes benz of bakersfield,444.7674418604651,2848885.658914728,1,43,14.862438829927978,0.6931471805599453,2
mercedes benz of buckhead,56.52173913043478,3175661.42965635,6,230,14.971026807808627,1.9459101490553132,1
mercedes benz of chandler,-1038.235294117647,2213524.816176471,0,17,14.610097194143231,0.0,0
mercedes benz of chicago,227.4271844660194,2322248.952979251,1,103,14.65804708100184,0.6931471805599453,2
mercedes benz of delray,-279.6875,1894064.9801587302,0,64,14.45423638853043,0.0,0
mercedes benz of des moines,-1043.3333333333333,2358166.6666666665,0,15,14.673395463008182,0.0,0
mercedes benz of encino,468.1818181818182,5416082.251082251,2,22,15.504883464778535,1.0986122886681098,2
mercedes benz of escondido,754.8611111111111,4281957.837301589,1,36,15.269921135124699,0.6931471805599453,2
mercedes benz of foothill ranch,388.57142857142856,2726078.7815126046,1,35,14.818375157689513,0.6931471805599453,2
mercedes benz of fort myers,-83.69565217391305,2412023.2213438735,0,23,14.695976878795324,0.0,2
mercedes benz of fredericksburg,490.3225806451613,1561986.559139785,0,31,14.26146964465081,0.0,2
mercedes benz of freehold,-862.2340425531914,5393746.530989825,1,47,15.500750976059855,0.6931471805599453,1
mercedes benz of ft lauderdale,-613.0434782608696,6098191.336317135,2,69,15.623502946918,1.0986122886681098,1
mercedes benz of georgetown,-407.3529411764706,1113653.4926470588,0,17,13.923157501135782,0.0,0
mercedes benz of laguna niguel,517.9487179487179,2129409.636062863,1,156,14.571355802713915,0.6931471805599453,2
mercedes benz of miami,-2601.923076923077,28622646.15384616,3,26,17.169708820961617,1.3862943611198906,1
mercedes benz of north orlando,-355.4347826086956,1494940.7114624504,0,23,14.217597775058506,0.0,0
mercedes benz of northlake,131.38297872340425,2152594.241443109,0,47,14.582184761200912,0.0,2
mercedes benz of omaha,335.18518518518516,1164387.4643874646,0,27,13.967706583888923,0.0,0
mercedes benz of ontario,-184.31372549019608,1779849.0196078434,1,51,14.39203966007103,0.6931471805599453,2
mercedes benz of orlando,512.5,3146562.5000000005,1,26,14.961821462899152,0.6931471805599453,2
mercedes benz of pembroke pines,-453.57142857142856,3414801.587301588,2,28,15.04363024179095,1.0986122886681098,1
mercedes benz of pittsburgh,-520.4545454545455,2250252.130681818,1,33,14.62655327037792,0.6931471805599453,2
mercedes benz of san francisco,-1856.25,27011377.84090909,2,12,17.111768773740508,1.0986122886681098,1
mercedes benz of sarasota,-210.8108108108108,3009393.7687687688,1,37,14.917249543008325,0.6931471805599453,2
mercedes benz of south atlanta,-134.16666666666666,1103900.1436781608,0,30,13.914360958040113,0.0,0
mercedes benz of south bay,997.5,4049229.1666666665,0,10,15.214037338710265,0.0,2
mercedes benz of south orlando,-219.75806451612902,7774326.579851928,2,62,15.866337527383033,1.0986122886681098,1
mercedes benz of tampa,123.36814621409921,1867806.5578308508,2,383,14.440275872030792,1.0986122886681098,2
mercedes benz of temecula,704.7445255474453,2040069.235723487,0,137,14.528494794503944,0.0,2
mercedes benz of tyler,275.0,1201718.75,0,41,13.999264213814682,0.0,0
mercedes benz of walnut creek,-759.6153846153846,1444014.423076923,0,13,14.182938279179062,0.0,0
mercedes benz of wilmington,-1865.3846153846155,1750160.2564102563,0,13,14.375218488174614,0.0,0
mercedes-benz financial services,-450.36036036036035,3332152.1003431943,104,4440,15.019129229695622,4.653960350157523,1
mercedes-benz finc wholesale advantage,177.60761589403972,6140582.948598627,25,604,15.630430401236026,3.258096538021482,1
mercedes-benz of coconut creek,-422.22222222222223,1769027.7777777775,0,36,14.385941240831976,0.0,0
mercedes-benz of durham,366.1458333333333,845491.7442375886,0,48,13.647674865660754,0.0,0
mercedes-benz of ft pierce,-117.78846153846153,1124689.6210407242,0,52,13.933018552280899,0.0,0
mercedes-benz of houston greenway,-579.1666666666666,3111799.242424242,1,12,14.950711972767824,0.6931471805599453,2
mercedes-benz of houston north,-854.5454545454545,809102.2727272727,0,11,13.603681842686122,0.0,0
mercedes-benz of palm beach,-188.0,1620031.6326530613,0,50,14.297956850618688,0.0,0
mercedes-benz of pompano,-394.1489361702128,1667532.9555966696,0,47,14.326856419741002,0.0,0
mercedes-benz of south charlotte,332.95454545454544,1552344.4264069265,0,22,14.255277523521757,0.0,2
mercedes-benz of tacoma,-13.636363636363637,1177920.4545454546,0,11,13.979261964014341,0.0,0
mercedes-benz usa,-3291.3875598086124,16530033.642344497,51,209,16.62068956552063,3.9512437185814275,1
merchants automotive group,-379.7400611620795,1155859.364739874,0,327,13.960355529171036,0.0,0
merchants leasing,-82.773851590106,342891.4805904319,0,283,12.745172209340438,0.0,0
